Reviews,Labels
"One of those beautifully intense movies that draws us so intimately far in, it ends much to soon! Than were left looking at the screen like, ""No they didn't!"", lol. Good performances all around! The acting is marvelous with Emily Blunt simply outstanding! I knew she would give a solid, convincing performance catching young Victoria's regality, temper, and vulnerability through out the entire movie. Also, the production is outstanding in every way: style, substance and sensitivity. A remarkable glimpse at a remarkable time in Britian's history told via a very personal and touching biography of the school age princess until her reign as Queen, later marrying Prince Albert, than ending with the birth of their first of nine children. It had a well written screenplay and flawless editing. Rupert Friend as the ever so patient and compassionate young Prince Albert vying to win the young Queen's attention, than securing her love, before Lord Melbourne(Paul Bettany), was engrossing to watch. Just as engrossing was the relationship between the teenage Victoria and her mother, which was fury at times, as with her mother and King William (whom also disliked her mother). The acting and scenes were captivating, highly emotional. <br /><br />I would recommend this to anyone interested in the historical and political situation existing in that era, and indeed, anyone who loves a compelling true romance story",1
"Not only does this film have one of the great movie titles, it sports the third teaming of 70s child actors Ike Eissenman and Kim Richards. I seem to remember this film being broadcast Halloween week back in '78 going against Linda Blair in Stranger in our House. I missed it on the first run choosing to see the other film. Later, on repeat, I saw I made the right choice. The movie is not really bad, but, really lacks any chills or surprises. Although, I did like the scene where Richard Crenna shoots the family dog to no avail.",1
"Ghost Train is a fine and entertaining film, typical of the better British comedy chillers of the 1930s and 40s. The antics of comedian Arthur Askey are not as funny as they once apparently were, but this can be overcome by viewing him as a period piece or a curiosity.<br /><br />For a low-budget wartime production, Ghost Train is atmospheric, effective, and it provides some genuine suspense. Great fun for a dark (and, yes, stormy) night. Lighten up, take off the critic's hat, and enjoy.",1
"I saw the omen when i was 11 on tv. I enjoyed the Trilogy. So when the chance to finally see one at the cinema came around i didnt pass it up. I went in to the cinema knowing that what i was about to see wasnt a cinema release but a made for TV film. However being a fan i couldnt resist. But this Omen movie which i saw at a midnight screening didnt bring chills it brought laughter. Risible Dialogue such as ""it is written that if a baby cries during baptism they reject there god"". What nonsense.No decent set pieces. Faye Grant so Good in V is wasted with this script from hell. No suprises and no fun. However i did laugh out loud several times at our bad it was.Truly Pathetic.1 out of 10",0
"Gino Costa (Massimo Girotti) is a young and handsome drifter who arrives in a road bar. He meets the young, beautiful and unsatisfied wife Giovanna Bragana (Clara Calamai) and her old and fat husband Giuseppe Bragana (Juan de Landa), owners of the bar. He trades his mechanical skills by some food and lodging, and has an affair with Giovanna. They both decide to kill Giuseppe, forging a car accident. The relationship of them become affect by the feeling of guilty and the investigation of the police. This masterpiece ends in a tragic way. The noir and neo-realistic movie of Luchino Visconti is outstanding. This is the first time that I watch this version of `The Postman Always Rings Twice'. I loved the 1946 version with Lana Turner, and the 1981 version, where Jack Nicholson and Jessica Lange have one of the hottest sex scene in the history of the cinema, but this one is certainly the best. My vote is ten.",1
"I might not be a huge admirer of the original ""Creepshow"", but its trashy sequel makes that anthology look like perfection! And to think I was going into this expecting to like this one more. Five years after its predecessor, George Romero gets back on board the EC Comic style trail and on this outing pens the screenplay for Steve King's three stories. Though, the direction is handed off to Michael Gornick. The film mostly falters in that aspect with uneven brushes by Gornick. But most of the blame would have to go to Romero's dreadfully static and unbearably cringe-like script (especially in those dialogues streaming through the first and final story). Moralistic messages (that came from mostly a sour bunch of characters) simply took over the black humour. Oh it was painful and the same can be said about the lively rotten music score accompanying the picture. Loosely linking the three tales (Old Chief Woodenhead, The Raft and The Hitchhiker) together is a mildly curious and effective wraparound story done in nostalgia (80s) animation form. I rather liked this segment and the wisecracking Creep character was a glowing light. <br /><br /># The first story ""Old Chief Woodenhead"" sees two elderly proprietors (George Kennedy & Dorothy Lamour) of a general store in a dying native community, Dead River. Get robbed and eventually killed by a couple of punks dying to live it up in Hollywood. In front of the store is a wooden statue of an Indian Chief that comes to live to avenge their deaths. <br /><br />-Listen to George Kennedy waffle.. And waffle on for 10 minutes about how he's committed to his 'great' community. What a nice touchy feely time. Well, just like Kennedy's speeches, this is one monotonously colourless and overdrawn item that never makes good of a fine premise. The overbearing script is plain inane and the performances are suitably so. These two factors really added to my headache. When the Indian comes alive and turns avenger, the goons meet a very quick (though grisly) death in the proper fashion. The effects were commendably done, but what about that free flowing hair. How could Hollywood knock that lock of hair back? Ugh! <br /><br /># Second story ""The Raft"" follows a group of dope smoking and yahoo teens heading up to a secluded lake. After swimming to the raft in the middle of the lake, they get trapped on the platform because of an ominous looking creature lurking in the water. <br /><br />-Now this is much better, MUCH better. What starts of as your basic teens run afoul turns into a mysteriously creepy set-up that's full of tight and claustrophobic tension. And it doesn't even cop out on the flashes of nudity or spiteful splatter. Quite morbid it is and that goes for its sense of humour too. The surprisingly ironic ending has a beautiful touch to it. The performances from the nobodies are acceptable without making a huge mark. Gornick's direction sticks to the nasty and rather gooey side. While, the alarming music score on this occasion pressed the right chords. The sludge-like creature in the lake (like many have mentioned) looks like an icky black tarpaulin (yeah you're reading that right!) floating on the water. <br /><br /># Finally number three concludes with ""The Hitchhiker"". A wealthy, but sexually lacking woman is on her way back home after being with her male gigolo, but she's is running late. Thinking of some ideas to explain for her lateness if needed, she skids off the road and accidentally hit's a hitchhiker. Instead of checking or getting help, she drives off in the hope getting home before her husband. Soon enough she's being terrorised by the mangled corpse of the dead hitchhiker.<br /><br />-Not awful, but I really didn't get into this laughably ludicrous exercise at all. Compared to the first two this one was so different in tone and tried to tickle the funny bone instead. Lois Chiles was okay in the lead role, but that constant assuring and the little conversations she has with herself became pitifully aggravating and downright tired. The vivid make-up effects are well-displayed and dripping with vision. When she hit's the hitchhiker that's when it becomes hectic, cheesy and over-the-top in its execution. From there onwards we endlessly hear our supposedly dead hitchhiker repeat and repeat and repeat the line, ""Thanks for the ride lady!"" This happens every time she decides to run over him. Have a little courtesy for the dead darling. <br /><br />In all, the second short story ""The Raft"" and the unpleasantly, well-conceived effects is what lifts this extremely inferior sequel.",0
"When I saw this movie cover, the first thing I thought was that it was made for video. The second thing that came to mind was how similar this looked to another terrible movie ""Darkness Falls"", the tale of this dumb witch who killed people in the dark. Unfortunately, Darkness Falls was quite the masterpiece compared to this pile of garbage, and this movie should not have been made.<br /><br />The film starts off with a small back story for the witch, or, more like a pointless introduction of two little kids who are going to go meet the tooth fairy in hopes of her giving them a shiny new bicycle for their tooth. The opening is filmed poorly, and like the rest of the movie, it's certainly not scary. In present time, the movie is about Peter (Lochlyn Munroe). Peter's renting out his house, and his ex-girlfriend Darcy (Chandra West), and her daughter Cole come to stay there. Cole meets a neighborhood child, and they talk of the Tooth Fairy, and how you shouldn't lose your tooth, or she'll come for you. Unfortunately seconds later, it looks like the Tooth Fairy steals her bike and knocks her tooth out (How ironic). Will Cole survive the wrath of the Tooth Fairy, and will her mother and Peter be able to save her, and rekindle their romance...this is a bad movie, you could probably figure it out.<br /><br />One of the main problems with this idiotic film is how undefined the Tooth Fairy is. They say she kills you if you lose your tooth, but nope. She's more like a serial killer who kills at random, and if you lose your tooth, you're definitely going to go. She steals a bike, so apparently she's a thief too. I said earlier that the idea for this movie was based on Darkness Falls, but where did they get the inspiration for the Tooth Fairy's appearance? Let's see. She looks like a burn victim, and she previously went around the neighborhood slaughtering children. Hmmm...it's almost as though she's an exact rip-off of Freddy Krueger from the ""Nightmare on Elm Street"" films. And this is not the worst part of this awful mess, the climax is. This movie might have the most laughable climax (Not literally laughable because I found it more sickening than funny) I've ever seen. Don't see this.<br /><br />Just a little trivia. Lochlyn Munroe was in Scary Movie, and Jianna Ballard was in Scary Movie 3, and they both were in this, so apparently Scary Movie stars are forced to end out their career with bad scary movies.<br /><br />My rating: 1/2 out of ****. 80 mins. R for violence.",0
"Will and Ted's Bodacious journey is an existential trip through themes of mortality, religion, time, Heaven and Hell, man's quest for fame and his fears of the body being overcome by a soulless machine. It is the most intelligent work of fiction since Paradise Lost and references many great past works of art- Dante, Iron Maiden, Virgil, Shakespeare. This time the dudes are a famous rock band having travelled through time collecting icons from the past- Napolean, Joan Of Ark (Noah's wife), Oscar Wilde, and Charles Darwin. They took the skills they learned from each of these people, abducted a couple of Princesses, and finally learned to play their guitars and write hit songs. These songs teach the world to love again and war, hunger, evil are vanquished for eternity. We fast forward into the distant future where an evil dictator who despises good music called Simon Cow-Al wants to rule the world. He eats Rooshus (the cool guy from the first film who helps Bill Playboy Esquire and Ted Theodore Alvin) and gains the power to send two cyborgs back in time. The cyborgs are living tissue over metal exoskeleton and coated in mimetic poly alloy allowing them the survive the turmoil of time travel, and they can imitate anything they sample by physical contact. It is their job to Kill the good Biff and Fred and take over their lives by making terrible music that no-one could like. By doing this they will change the world forever- Gryll and Jed's music will never be made leaving a world of war, famine, and hatred, and more annoyingly, bland boy/girl group pop music. There is a startling twist as the good guys actually are killed and they have to work out a way to save the world, themselves, and their wives from the evil Dopplebangers inhabiting their bodies.<br /><br />Penelope Spheerhead shows her knowledge of both youth culture and real culture by mixing modern day music and phrases with post modern sets and artistic references, and seeks to teach us all something by delving into our very psyche to show us ourselves. She presents the nightmares which faced the late 80s teen in a society which had abandoned them and beckons us to dissect the post structuralist jingoism, self love, and malaise of the time. Charging us with a belief that we can indeed change the world it is an inspiring message, but in order to achieve such dreams we must traverse and indeed face our nightmares. To overcome is to succeed, to defeat Death is the first step in truly living and not merely surviving. In the words of Kenneth Reeves- 'Wow!' Best Scene: For a fun game- see how many songs, bands, and albums cover references you can spot throughout the film. There are at least 6.",1
"Despite what a lot of other people thought about the first movie, I really liked it. This one however. How to sum it up in one word?: This movie is (and here comes the word): CRAP!<br /><br />But let's look at it part by part: Here is the plot: Finally the old queen has been removed from her castle, but her successor: Snow white has problems of another sort: The Court-Jester, Father of her son, has gone astray, as the super, Spliss, goes to the extreme, to battle his gray hair and sells the royal offspring for some blond and full hair. In her desperation Snow white seeks the help of Bubi (Otto Walkees),who must first find his other six dwarf companions and then try to find the royal offspring or at least try to find the name of Rumpelstiltskin.<br /><br />The whole plot seems to have been written on a weekend, where the writers were very drunk but were just under pressure from the studio to write the screenplay. <br /><br />Yes, there are some good jokes. Even for fans of the first part, or for fans of any of the other actors, it's really not worth buying the the DVD. Believe me. <br /><br />The only thing, that at least kind of saves the movie from complete oblivion, are the performances of some of the actors. That's why I gave the move 3/10. Sadly, the script is so bad that none of the actors or all of them combined can make up for the bad story.<br /><br />For example, at one point, they even cross over in our reality, and sadly.. they don't do anything funny while being here. <br /><br />Still, a lot of great actors in this movie: Otto Waalkes, Ralf Schmitz, Martin Schneider, Nina Hagen, Cosma Shiva Hagen, (Especially funny): Rüdiger Hoffmann as the mirror, Helge Schneider and many more but sadly all these comedians aren't able to bring this really bad script to life. <br /><br />Maybe it is a treat for some hardcore fans but for regular movie goers or by now DVD Renters or buyers it's not worth the money. <br /><br />I even regret renting the movie.",0
"In Iran, women are not admitted to soccer games. Officially it's because they are to be spared from the vulgar language and behavior of the male audience. But of course it is about sexism. Women are lower forms of human beings.<br /><br />Some brave girls oppose this and try to get into the stadium by using different tricks. They are caught by soldiers and hold in a kind of cage, until the police will come and pick them up.<br /><br />Despite the insane situation, this is a film with lots of humor. It's also encouraging to see how people always find different ways of fighting oppression. You'll get touched at the same time as you have lots of laughs. Good job by director Jafar Panahi. This is in many ways a heroic comedy.",1
"The author of numerous novels, plays, and short stories, W. Somerset Maugham (1874-1965) was considered among the world's great authors during his lifetime, and although his reputation has faded over the years his work continues to command critical respect and a large reading public. Published in 1944, THE RAZOR'S EDGE is the tale of a World War I veteran whose search for spiritual enlightenment flies in the face of shallow western values. It was Maugham's last major novel--and it was immensely popular. Given that the novel's conflicts are internalized spiritual and philosophical issues, it was also an extremely odd choice for a film version--but Darryl F. Zannuck of 20th Century Fox fell in love with the book and snapped up the screen rights shortly after publication.<br /><br />According to film lore, THE RAZOR'S EDGE was to be directed by the legendary George Cukor from a screenplay by Maugham himself--and it does seem that Maugham wrote an adaptation. When the film went into production, however, Cukor was replaced by Edmund Goulding, a director less known for artistic touch than a workman-like manner, and the Maugham script was replaced with one by Lamar Trotti, the author of such memorable screenplays as THE OXBOW INCIDENT. Tyrone Power, recently returned from military service during World War II, was cast as the spiritually conflicted Larry Darrell; Gene Tierney, one of the great beauties of her era, was cast as socialite Isabell Bradley. The supporting cast was particularly notable, including Herbert Marshall, Anne Baxter, Clifton Webb, Lucille Watson, and Elsa Lanchester. Both budget and shooting schedule were lavish, and when the film debuted in 1946 it was greatly admired by public and critics alike.<br /><br />But time has a way of putting things into perspective. Seen today, THE RAZOR'S EDGE is indeed a beautifully produced film--but that aside the absolute best one can say for it is that it achieves a fairly consistent mediocrity. As in most cases, the major problem is the script. Although it is reasonably close to Maugham's novel in terms of plot, it is noticeably off the mark in terms of character and it completely fails to capture the fundamental issues that drive the story. We are told that Larry is in search of enlightenment; we are told that he receives it; we are told he acts on it--but in spite of the occasional and largely superficial comment we are never really told anything about the spiritual, artistic, philosophical, and intellectual processes behind any of it. We are most particularly never told anything significant about the nature of the enlightenment itself. It has the effect of cutting off the story at its knees.<br /><br />We are left with the shell of Maugham's plot, which centers on the relationship between Larry and Isabell, a woman Larry loves but leaves due to the growing ideological riff that opens up between them. Tyrone Power and Gene Tierney were more noted for physical beauty than talent, but both could turn in good performances when they received solid directorial and script support. Unfortunately, that does not happen here; they are extremely one-note and Power is greatly miscast to boot. Fortunately, the supporting cast is quite good, with Herbert Marshall, Clifton Webb, and Lucille Watson particularly so; the then-famous performance by Anne Baxter, however, has not worn as well as one would hope.<br /><br />With a running time of just under two and a half hours, the film also feels unnecessarily long. There is seemingly endless cocktail party-type banter, and indeed the entire India sequence (which reads as faintly hilarious) would have been better cut entirely--an odd situation, for this is the very sequence intended as the crux of the entire film. Regardless of the specific scene, it all just seems to go on and on to no actual point.<br /><br />As for the DVD itself, the film has not been remastered, but the print is extremely good, and while the bonus package isn't particularly memorable neither is noticeably poor. When all is said and done, I give THE RAZOR'S EDGE four stars for production values and everyone's willingness to take on the material--but frankly, this a film best left Power and Tierney fans, who will enjoy it for the sake of the stars, and those whose ideas about spiritual enlightenment are as vague as the film itself.<br /><br />GFT, Amazon Reviewer",0
"I saw this film at the Toronto Film Festival, where it received a standing ovation! This film tells a story that to my knowledge has never been told before--namely about the Rosenstrasse (a street in Berlin)uprising of German gentile women who were married to Jews at the end of the Second World War. As such, it is a unique story, and what's more, is the only film about the Holocaust that I have ever seen that shows that there were GOOD Germans (the helping family in ""Anne Frank"" for instance was Dutch) who did NOT support the Nazis, and, in fact, had the fortitude to stand up against their own country's immorality and brutality during the Nazi regime, at the risk of their very lives. The acting is great across the board, the framing story in New York interesting and intricate, the direction from Von Trotta masterful in every scene, and the production values, including the gorgeous cinematography, outstanding. Of course the family in New York could be speaking German. Many immigrants in this country choose to speak in their native tongue with their family--a common occurrence. So that criticism is unwarranted. To say more would spoil the experience. The film is long, but I did not look at my watch once. I am hoping this film gets some distribution is North America, for not only is this film a masterpiece, but it can actually help heal any animosity people have towards the Germans because of their support of Hitler. If this film is playing in your area, I URGE YOU TO SEE IT! You will be glad you did!",1
"I saw the film twice in the space of one week, both times the at a cinema in Orpington, Kent, UK. The place was packed both times and people had to be turned away. From the start of the film with Henry Winkler getting 'injured' on the football field the whole audience was in uproar with laughter, laughter that lasted until the credits.<br /><br />For those who love American wrestling this film is a must, but be ready to see Henry Winkler as you have never seen him before. Also look out for a very well known actor whose trademark wrestling move is a head-but!<br /><br />If you get a chance watch this movie and it is family comedy entertainment at its best!",1
"I actually saw China O'Brien II before I ever saw the original China O'Brien. And I have to say that the first incarnation is actually worse. But: worse = funnier! And funnier = better. If you're a bad movie fan like I am, this is great material. If, however, you are looking for any sort of meaningful plot, acting ability, or movie-making skill, this is best avoided. The best part is how they filmed all the fighting sequences in stuttering fast-forward. Hilariously bad. See it for a laugh, see it for mindless entertainment, but whatever you do, see it for free on TV.",0
"""A Mouse in the House"" is a very classic cartoon by Tom & Jerry, faithful to their tradition but with jokes of its own. It is hysterical, hilarious, very entertaining and quite amusing. Artwork is of good quality either.<br /><br />This short isn't just about Tom trying to catch Jerry. Butch lives in the same house and he's trying to catch the mouse too, because «there's only going to be one cat in this house in the morning -- and that's the cat that catches the mouse».<br /><br />If you ask me, there are lots of funny gags in this cartoon. The funniest for me are, for example, when Mammy Two Shoes sees the two lazy cats sleeping and says sarcastically «I'm glad you're enjoying the siesta» and that she hopes they're satisfied because she ain't, making the two cats gasp. Another funny gag is when Tom disguises himself as Mammy Two Shoes and slams Butch with a frying pan and then Butch does the same trick to Tom. Of course that, even funnier than this, is when the real Mammy Two Shoes appears and both (dumb!) cats think they are seeing each other disguised as Mammy and then they both attack her on the ""rear"" - lol. Naturally that she gets mad and once she gets mad, she isn't someone to mess with. But even Jerry doesn't win this time, because he is expelled by her too.",1
"This series was a cut above the rest of the TV detective series of the day but somehow didn't find an audience.<br /><br />The idea of a blind detective may not be totally new but added so much to the story. And who could forget Pax, the beautiful guide dog in the series!<br /><br />Whilst the stories themselves may have been no better than the average series, the settings , in New Orleans, the acting and the music (I note the comment about the music score in other comments ...I remember that clearly) all work to make a good television series even better!<br /><br />Well you never know ...one day Paramount might just dig into its archives and release it on DVD!",1
"""Jake Speed"" is a fine movie with a wonderful message. It has its flaws of course. At times it's a little slow. It introduces its villain too far into the story. It's action is paced at the rate of a snail's heartbeat. It has a Z-grade cast (Although I've always admired the work of Karen Kopins, who has the straight-laced good looks of Sandra Bullock).<br /><br />But with all this going against it, ""Jake Speed"" really is inspiring, thanks to a charming script by Wayne Crawford(who plays the title role) and Andrew Lane.<br /><br />Why do I find it so inspiring? Because it says to me ""Hey, why not try to be a good person.""<br /><br />The story is essentially a ""stranger in a strange land"" premise, that is good-and-heroic Jake Speed is placed in the real world where bad things happen to good people. Jake is more than a Boy Scout. He's more than a knight in shining armor. Jake Speed is the patron saint of optimism in a dirty, mean and evil world.<br /><br />It's because of this that ""Jake Speed"" really needed to be a hit. It has a great message that should have gotten out to Hollywood and then to the rest of the world.<br /><br />Imagine a movie industry that really pushed itself to portray good and decent people. I'm not saying that we should be watching the Waltons in every theater at the cineplex, but that it would be nice if more movies such as ""Jake Speed"" would get a chance. (""Due South,"" a TV show about a Canadian Mountie, is a good comparison of what can be done to brighten up American entertainment.)<br /><br />Sure, ""Jake Speed"" has violence, blood and guns, but the overall message is that if you try hard enough to be a good person, you'll beat the forces of evil every time. 10/14/99",1
"I will give it a 3 just because it showed history that we need to know about, to prevent it from happening again. I agree with the comments from the gentleman from UK. The movie was pretty terrible. All cliché, no real plot. Historical and technical inaccuracies abound. Look up the technical specs on DE 529, or any Everts class Destroyer Escort, and you will see what I mean. I now its black history month in the US, and Im going to be called a racist just for saying this, but the history of this ship is not that great. They did some escort work, chased a ""submarine"" that turned out to be a hulk that they rammed. Sorry, but black people did a lot more in WWII then this silly movie gives them credit for. This movie makes them look like whiners. Let the name calling commence, I can handle it.",0
"I had been looking forward to How to Lose Friends & Alienate People for months, particularly due to the fact that Kirsten Dunst and Simon Pegg were starring. Simon Pegg is a comedic genius and Kirsten Dunst has always been a favorite actress of mine. How to Lose Friends & Alienate People hit the spot! Of course not perfect, but very enjoyable and funny. How to Lose Friends & Alienate People follows the life of Sidney Young, a smalltime, bumbling, British celebrity journalist, who is hired by an upscale magazine in New York City. In spectacular fashion Sidney enters high society and burns bridges with bosses, peers and superstars. After disrupting one black-tie event by allowing a wild pig to run rampant, Sidney catches the attention of Clayton Harding, editor of Sharp, and accepts a job with the magazine in New York City. Clayton warns Sidney that he'd better impress and charm everyone he can, if he wants to succeed. Instead, Sidney instantly insults and annoys fellow writer Alison Olsen (Kirsten Dunst). He dares to target the star clients of power publicist Eleanor Johnson (Gillian Anderson). He also upsets his direct boss Lawrence Maddox (Danny Huston). Sidney finds creative ways to annoy nearly everyone. His saving grace, a rising starlet Sophie Maes (Megan Fox) who develops an odd affection for him. In time, Allison's friendship might be the only thing saving Sydney from his downward spiraling career. The storyline is very interesting and the acting was top notch with what the actors were given. Simon Pegg is still hilarious as ever! He makes Sydney bumbling, obnoxious, and annoying as real as it gets, but later in time making Sydney not just likable, but also a real character who you root for in the end. Kirsten Dunst and Jeff Bridges were brilliant! Kirsten had some very wonderful acting and hilarious scenes, and Jeff Bridges is just Jeff f*cking Bridges! How can you not like him?! He makes Clayton a very humorous character with some wit and overall you just love the guy. Gillian Anderson, Megan Fox, and Danny Huston were great as the supporting cast. Each had their own personality that were overall pretty unlikable, but that's what just made the film work. One thing I didn't enjoy was how one dimensional some of the characters were. I understand that most were the supporting cast, but some of the cast was underused and could've given the film some more spice to it. How to Lose Friends & Alienate People will never be on anyone's top 10 films ever, or even top 10 comedies ever, but it has a very high entertainment level and some scenes may even charm you as well. How to Lose Friends & Alienate People is definitely one of the better romantic comedies of the year! 8/10",1
"...that Jamie Foxx would ever deliver such a wonderful, Oscar-winning performance. One of the reasons why I was so impressed with Foxx's performance in ""Ray"" was because from watching his hammy, obnoxious acting in movies like ""Bait"" and ""Booty Call,"" I would never imagine he would ever hold the Oscar. If people told me five years ago that Jamie Foxx was one day going to win an Oscar, I would laugh right in their faces. Who knows? Maybe he's better off sticking to drama, because if you watch ""Bait,"" it's clearly evident that comedy is not his forte. I swear, Jamie mugs so much in this movie that I'm surprised his face didn't fall off. And why does he have to do those stupid voices at every chance he gets? Anyone familiar with comedians like Bob Newhart and Steven Wright knows that doing comedy doesn't require being loud and obnoxious. If a joke is funny, it's funny. If it's not funny, then doing some crazy accent is not going to make it any funnier. The problem I have with some comedians who decide to try acting is that they favor getting laughs over being in character. In real life, normal people don't always have witty comebacks and quips. Like Albert Brooks said in an interview discussing his character in ""Taxi Driver,"" it's important to be funny as your character, rather than be funny as a comedian. A prime example of Jamie violating that rule is the nauseatingly awful scene where his mug shots are being taken, and he starts posing for the photographs like a model. If a regular person were being thrown in jail, would he really be acting goofy while having his mug shots taken? And wouldn't the police try to scold him if he was? There are many scenes like that throughout the film. Another awful sequence is one where Jamie is on the unwittingly on the phone with the villain, and he starts doing a phony Caribbean accent. Not funny! Not to mention Jamie never seems to acknowledge the timing of a joke. Giving a comedic performance requires patience, whereas he goes straight to the punchline, whether it's the right time for it or not. I'm not even a big Mike Epps fan, but even his performance is good in comparison to Jamie's. As a matter of fact, this is the first time I felt somewhat relieved whenever he would appear on screen. Epps has the same flaws when it comes to comedy, but at least he chooses a more low-key approach. One of the few bright spots in this clunker of a comedy is David Morse, a highly underrated actor mostly known for his supporting roles as villains. He seems to be the only actor in the film concerned with grounding it in reality. However, fellow ""Green Mile"" star Doug Hutchison is disgustingly over-the-top as the villain. A big surprise, considering he gave a superb performance in ""The Green Mile,"" also playing a heavy. Antoine Fuqua has proved his directing chops in movies like ""The Replacement Killers"" and ""Training Day."" Even in ""Bait,"" he shows he can direct a hell of an action sequence. His only problem seemed to be in disciplining Jamie Foxx, who probably improvised half the script with one bad joke after another. Unless you're a die-hard fan of Foxx, please don't take the bait.",0
"I am of ""the Christopher Reeve Generation"" it is fair to say that he was the best actor to play Superman yet, but that doesn't stop me from enjoying other actors in the role, and George Reeves makes a pretty good bid to knock Chris off the top, though he just barely falls short. That doesn't stop me from enjoying this film, it has a lot going for it. It has all that a movie needs, a plot with beginning, middle, and end, plus all those parts are intelligently written. The film is edgy both in acting and storyline, something a film-noir but with tights. The story is both exciting and meaningful, this is a movie with a message that isn't too preachy. I am still amazed this was shot over 12 days, oh the glory days of Hollywood, when we didn't have to wait 5 years just to see if the movie would fall into development hell... The film is polished and expertly made, directed by Lee ""Roll'em"" Sholem, best known for directing with both speed and efficiency. It never lets the constraints of technology slow it down, in fact there is some creative things done to create the effect of flight, including putting a camera on a boom on a truck and shooting high and traveling fast to make it look like we are seeing it from Superman's point of view, also a few closeups of George in process work, and a long shot of an animated Superman. <br /><br />This is now available on DVD as an extra feature on the first season of the George Reeves Television series. A DVD worth owning in its own right, the inclusion of the film as its original whole, is icing on the cake.<br /><br />Give Blood Today God Bless!",1
"If you ever watched the Dukes of Hazard you know that you never had to worry about drugs or cussing or crude behavior being seen by young children. If you've seen the movie you know that is no longer the case! This movie was HORRIBLE! Main characters doing drugs and thinking it is funny and cool is certainly not what I call entertainment. They took a wonderful show and just turned it into trash. Daisy who was a little flirtatious in the original show now looks and acts like she belongs on the street corner getting paid for her services. I was so excited about seeing this movie before it came out, 15 minutes into the movie I was ready to leave. I stayed thinking it had to get better but instead it got worse by the minute. I wish I had never seen this movie. It trashed a good show and left nothing but horrible taste in my mouth when I left. Do yourself a favor, go see something worth your money, cause it's not only a waste of money but a waste of 2 hours of your life you will never get back!",0
"With films like ""Wallace & Gromit"" and ""Chicken Run"" under their belt, the good people from the other side of the pond, Aardman Animation, are now introducing us to a bit of their twisted humor in the form of ""Creature Comforts"".<br /><br />Derived from a short done early in their careers, ""Creature Comforts"" is a slice-of-life show where snippets of conversation are removed from their context and given to an animal of some sort.<br /><br />Aardman Animation went across the country interviewing people with innocuous questions such as, ""Are you a liar?"" and then speed things up a bit asking about their sex lives.<br /><br />The answers, while seeming to be boring and mundane, are actually quite funny, when you understand the dialogs come first and the animals are added later.<br /><br />How many of these animals look like the person making the statements? One of the characters discussing what he looks for in a woman, ""I like them kind of thin."" is an insect, the Walking Stick.<br /><br />There are two dogs discussing odors and smells, while sniffing the behind of a poodle, as they talk about the different smells of a woman.<br /><br />There are two birds in a cage. As the ""wife"" tells the litany that is her health, her long suffering husband stands by her, saying nothing.<br /><br />While it might take some time for ""Creature Comforts"" to find it's ""legs"", it should find a place on television for those who are tired of the ordinary. While there are more reality shows than Carter has liver pills, ""Creature Comforts"" is one of a kind and definitely worth watching.<br /><br />Some of the humor might seem a little racy, it's the claymation that catches the attention of the children (like the old Batman series of the 60's, the jokes are subtle enough the kids won't get them) and it's the jokes that are there for the adults.",1
"This movie is one of the most Underrated movie of its time. When watching this movie , your filled with action, and when somethings not really happing , the humour is un matched. Brilliant writing for a movie that was made to give us a bloody mix , of a game show where criminals are the contestants, and a near future where the general public all have a thirst for blood.Also Arnold Doesn't let us down with some of his best one liners.I don't want to spoil anything for you ,but i will tell you when Arnold gives his ""I'll be back line"" He gets the best response of them all in this movie. Hope you enjoy this gem as much as i did.",1
